Linkage_Group	Linkage-Position	Marker_ID	Scaffold_ID	Marker_Pos	Genetic_distance	Marker_type	Gene	GeneStart	GeneEnd
Pm7	5562330	mheter_111174	scaffold202	393033	24.471	<lmxll>	None	None	None
Pm7	5604338	fheter_100383	scaffold976	32684	25.231	<nnxnp>	None	None	None
Pm7	5660715	fheter_108529	scaffold245	439574	24.526	<nnxnp>	None	None	None
Pm7	5885422	hk_hk909	scaffold245	214867	21.532	<hkxhk>	None	None	None
Pm7	6091793	mheter_114744	scaffold245	8496	26.291	<lmxll>	None	None	None
Pm7	6144048	hk_hk1625	scaffold39	43661	26.539	<hkxhk>	Pm023553	6141534	6144970
Pm7	6229673	fheter_104307	scaffold39	129286	25.653	<nnxnp>	None	None	None
Pm7	6301613	fheter_100977	scaffold39	201226	26.022	<nnxnp>	Pm023574	6301089	6301631
Pm7	6333008	mheter_110042	scaffold76	4034	28.071	<lmxll>	None	None	None
Pm7	6554986	hk_hk163	scaffold76	226012	25.451	<hkxhk>	None	None	None
Pm7	7042736	fheter_107628	scaffold76	713762	27.684	<nnxnp>	None	None	None
Pm7	7078745	mheter_115158	scaffold76	749771	32.755	<lmxll>	None	None	None
Pm7	7379035	fheter_104100	scaffold155	234508	27.869	<nnxnp>	None	None	None
Pm7	7606824	hk_hk2018	scaffold155	6719	29.877	<hkxhk>	None	None	None
Pm7	7624046	fheter_109358	scaffold25	274335	28.005	<nnxnp>	Pm023720	7622967	7628092
Pm7	7700152	mheter_111009	scaffold25	198229	33.048	<lmxll>	None	None	None
Pm7	7868691	fheter_101026	scaffold25	29690	28.412	<nnxnp>	None	None	None
Pm7	7961975	fheter_104258	scaffold1011	63496	29.146	<nnxnp>	None	None	None
Pm7	7969003	fheter_108522	scaffold1011	70524	29.226	<nnxnp>	None	None	None
Pm7	8040466	fheter_109261	scaffold514	132994	28.61	<nnxnp>	None	None	None
Pm7	8169031	fheter_105319	scaffold514	4429	29.49	<nnxnp>	None	None	None
Pm7	8208881	fheter_101195	scaffold830	111438	29.658	<nnxnp>	None	None	None
Pm7	8245375	mheter_115630	scaffold830	74944	33.598	<lmxll>	None	None	None
Pm7	8317672	fheter_101988	scaffold830	2647	30.005	<nnxnp>	Pm023799	8313946	8318329
Pm7	8380801	fheter_101160	scaffold92	60384	31.278	<nnxnp>	None	None	None
Pm7	8767375	fheter_100477	scaffold92	446958	28.929	<nnxnp>	None	None	None
Pm7	8921799	fheter_104528	scaffold92	601382	31.678	<nnxnp>	None	None	None
Pm7	8933115	hk_hk860	scaffold264	8229	31.897	<hkxhk>	None	None	None
Pm7	9023719	fheter_106023	scaffold264	98833	30.566	<nnxnp>	None	None	None
Pm7	9051556	hk_hk571	scaffold264	126670	32.506	<hkxhk>	None	None	None
Pm7	9124743	fheter_101548	scaffold906	65438	32.87	<nnxnp>	None	None	None
Pm7	9179012	fheter_102108	scaffold906	119707	32.113	<nnxnp>	Pm023911	9177950	9180828
Pm7	9519526	fheter_104344	scaffold906	460221	33.603	<nnxnp>	None	None	None
Pm7	9559430	mheter_115045	scaffold415	394827	37.155	<lmxll>	None	None	None
Pm7	9696349	fheter_108607	scaffold415	257908	34.87	<nnxnp>	None	None	None
Pm7	9845469	fheter_104023	scaffold415	108788	34.307	<nnxnp>	None	None	None
Pm7	9959923	mheter_106859	scaffold543	5568	38.224	<lmxll>	None	None	None
Pm7	10142473	fheter_99487	scaffold543	188118	37.545	<nnxnp>	None	None	None
Pm7	10414962	hk_hk674	scaffold543	460607	35.992	<hkxhk>	Pm024103	10413285	10415745
Pm7	10438221	mheter_110957	scaffold543	483866	36.6	<lmxll>	None	None	None
Pm7	10477679	hk_hk3254	scaffold294	6503	38.707	<hkxhk>	None	None	None
Pm7	10508460	mheter_108264	scaffold294	37284	40.304	<lmxll>	None	None	None
Pm7	10783110	mheter_107032	scaffold294	311934	39.044	<lmxll>	None	None	None
Pm7	10791436	fheter_108234	scaffold294	320260	39.342	<nnxnp>	None	None	None
Pm7	10879429	mheter_111768	scaffold720	63315	39.499	<lmxll>	None	None	None
Pm7	10974008	fheter_98491	scaffold1325	18704	40.073	<nnxnp>	Pm024190	10972883	10976046
Pm7	11000640	fheter_104403	scaffold763	35020	40.52	<nnxnp>	None	None	None
Pm7	11063560	hk_hk2428	scaffold451	27802	40.761	<hkxhk>	Pm024202	11058847	11069060
Pm7	11111196	fheter_107043	scaffold451	75438	41.036	<nnxnp>	Pm024208	11110889	11111702
Pm7	11203789	mheter_116618	scaffold566	11212	41.025	<lmxll>	None	None	None
Pm7	11207745	mheter_108163	scaffold566	7256	42.138	<lmxll>	None	None	None
Pm7	11217320	fheter_100298	scaffold739	67817	43.51	<nnxnp>	Pm024221	11216503	11219283
Pm7	11250281	hk_hk1927	scaffold739	34856	42.451	<hkxhk>	Pm024227	11247262	11250834
Pm7	11324321	fheter_103199	scaffold1747	21273	42.715	<nnxnp>	Pm024239	11322711	11325506
Pm7	11339315	fheter_103780	scaffold1747	6279	42.887	<nnxnp>	Pm024245	11337191	11342851
Pm7	11349420	mheter_108136	C5025277	237	46.302	<lmxll>	Pm024247	11346020	11349552
Pm7	11349514	mheter_114734	C5025277	143	44.391	<lmxll>	Pm024247	11346020	11349552
Pm7	11353584	hk_hk2012	scaffold2152	530	44.838	<hkxhk>	None	None	None
Pm7	11363248	fheter_108593	scaffold2307	17709	45.139	<nnxnp>	None	None	None
Pm7	11383966	fheter_108316	scaffold924	2911	44.327	<nnxnp>	None	None	None
Pm7	11452700	mheter_108979	scaffold924	71645	45.238	<lmxll>	None	None	None
Pm7	11464678	fheter_104169	scaffold924	83623	46.116	<nnxnp>	None	None	None
Pm7	11515960	hk_hk409	scaffold692	194422	46.97	<hkxhk>	None	None	None
Pm7	11693482	fheter_108771	scaffold692	16900	48.904	<nnxnp>	Pm024300	11693373	11694218
Pm7	11779489	fheter_103367	scaffold194	1553137	59.1	<nnxnp>	None	None	None
Pm7	11800843	fheter_104722	scaffold194	1531783	57.419	<nnxnp>	Pm024328	11799733	11808329
Pm7	12265262	fheter_109112	scaffold194	1067364	55.773	<nnxnp>	None	None	None
Pm7	12569299	hk_hk326	scaffold194	763327	52.41	<hkxhk>	None	None	None
Pm7	12779911	hk_hk273	scaffold194	552715	50.112	<hkxhk>	None	None	None
Pm7	12973048	mheter_116447	scaffold194	359578	50.769	<lmxll>	None	None	None
Pm7	13217824	mheter_115897	scaffold194	114802	48.197	<lmxll>	Pm024593	13215591	13220160
Pm7	13327219	fheter_109038	scaffold194	5407	47.547	<nnxnp>	None	None	None
Pm7	13353339	fheter_105817	scaffold1093	20615	67.304	<nnxnp>	None	None	None
Pm7	13439893	fheter_104336	scaffold1093	107169	65.66	<nnxnp>	Pm024631	13439839	13441844
Pm7	13675440	fheter_99175	scaffold1093	342716	63.734	<nnxnp>	None	None	None
Pm7	13982732	fheter_108050	scaffold1093	650008	61.595	<nnxnp>	Pm024730	13958788	13992663
Pm7	14056164	fheter_101117	scaffold1093	723440	62.822	<nnxnp>	Pm024741	14055122	14059795
Pm7	14129390	fheter_101541	scaffold678	341640	69.416	<nnxnp>	Pm024752	14125634	14137286
Pm7	14192242	fheter_105996	scaffold678	278788	70.592	<nnxnp>	Pm024765	14184048	14201454
Pm7	14385598	fheter_106904	scaffold678	85432	68.34	<nnxnp>	Pm024799	14384176	14386972
Pm7	14541604	fheter_101876	scaffold596	70476	76.265	<nnxnp>	None	None	None
Pm7	15017194	fheter_106096	scaffold596	546066	69.95	<nnxnp>	None	None	None
Pm7	15101260	fheter_105592	scaffold596	630132	69.184	<nnxnp>	None	None	None
Pm7	15146896	fheter_107958	scaffold569	20449	77.062	<nnxnp>	Pm024940	15146631	15147380
Pm7	15283679	fheter_107529	scaffold569	157232	75.673	<nnxnp>	None	None	None
Pm7	15332756	fheter_103796	scaffold569	206309	76.681	<nnxnp>	None	None	None
Pm7	15512601	hk_hk98	scaffold711	66500	74.063	<hkxhk>	None	None	None
Pm7	15515118	fheter_106571	scaffold711	69017	79.828	<nnxnp>	None	None	None
Pm7	15655127	fheter_103997	scaffold711	209026	78.009	<nnxnp>	None	None	None
Pm7	15723189	fheter_99782	scaffold344	11010	84.543	<nnxnp>	None	None	None
Pm7	15943072	mheter_109097	scaffold344	230893	63.628	<lmxll>	None	None	None
Pm7	16413835	fheter_98530	scaffold344	701656	82.222	<nnxnp>	Pm025184	16410976	16416570
Pm7	16491132	fheter_98776	scaffold344	778953	80.956	<nnxnp>	None	None	None
Pm7	16567100	fheter_103528	scaffold288	17073	86.423	<nnxnp>	Pm025214	16561491	16570550
Pm7	16587910	fheter_100758	scaffold288	37883	87.612	<nnxnp>	Pm025218	16582964	16588212
Pm7	16907644	hk_hk2325	scaffold288	357617	79.382	<hkxhk>	Pm025279	16905767	16908276
Pm7	16961032	mheter_111081	scaffold288	411005	65.929	<lmxll>	None	None	None
Pm7	17001757	fheter_104625	scaffold753	42758	90.935	<nnxnp>	Pm025298	17001668	17014032
Pm7	17001789	fheter_99423	scaffold753	42726	85.972	<nnxnp>	Pm025298	17001668	17014032
Pm8	142191	mheter_109027	scaffold635	37227	0	<lmxll>	None	None	None
Pm8	260879	mheter_108225	scaffold178	284038	0.597	<lmxll>	None	None	None
Pm8	489618	mheter_113922	scaffold178	55299	3.156	<lmxll>	None	None	None
Pm8	571066	mheter_108709	scaffold421	204449	3.703	<lmxll>	None	None	None
Pm8	651745	mheter_117081	scaffold421	123770	4.081	<lmxll>	Pm025367	650286	654562
Pm8	788888	mheter_111854	scaffold334	13275	4.523	<lmxll>	None	None	None
Pm8	876518	mheter_114329	scaffold334	100905	4.736	<lmxll>	None	None	None
Pm8	958951	mheter_115347	scaffold1075	11065	5.279	<lmxll>	None	None	None
Pm8	1041804	mheter_117394	scaffold617	71690	2.095	<lmxll>	None	None	None
Pm8	1117999	mheter_110745	scaffold617	147885	5.53	<lmxll>	None	None	None
Pm8	1289913	hk_hk2353	scaffold902	36603	5.658	<hkxhk>	None	None	None
Pm8	1342533	mheter_109166	scaffold2130	782	5.904	<lmxll>	None	None	None
Pm8	1405040	mheter_113151	scaffold853	85453	5.993	<lmxll>	None	None	None
Pm8	1681206	hk_hk1462	scaffold508	121251	6.128	<hkxhk>	None	None	None
Pm8	1771482	hk_hk1107	scaffold508	30975	6.446	<hkxhk>	None	None	None
Pm8	1845053	hk_hk1217	scaffold2	488886	5.049	<hkxhk>	None	None	None
Pm8	2150467	mheter_115934	scaffold2	183472	6.455	<lmxll>	Pm025497	2145387	2151347
Pm8	2273281	hk_hk745	scaffold2	60658	6.833	<hkxhk>	Pm025512	2271438	2282712
Pm8	2626346	mheter_115903	scaffold338	159398	8.371	<lmxll>	None	None	None
Pm8	2823333	hk_hk2631	scaffold110	207974	7.356	<hkxhk>	None	None	None
Pm8	2981360	hk_hk3017	scaffold110	49947	8.167	<hkxhk>	None	None	None
Pm8	3114817	hk_hk1482	scaffold309	232665	9.195	<hkxhk>	None	None	None
Pm8	3225787	mheter_106764	scaffold309	121695	10.913	<lmxll>	None	None	None
Pm8	3461902	hk_hk973	scaffold164	114322	10.042	<hkxhk>	Pm025614	3461660	3462175
Pm8	3561591	mheter_112965	scaffold164	214011	9.628	<lmxll>	None	None	None
Pm8	3795915	mheter_114653	scaffold301	291866	10.243	<lmxll>	Pm025647	3789685	3799863
Pm8	3818617	mheter_108886	scaffold301	269164	11.332	<lmxll>	Pm025650	3816558	3822797
Pm8	3933723	mheter_113579	scaffold301	154058	12.016	<lmxll>	Pm025667	3933152	3941531
Pm8	4215856	hk_hk2687	scaffold262	22121	11.661	<hkxhk>	None	None	None
Pm8	4322476	hk_hk2737	scaffold175	832708	12.374	<hkxhk>	None	None	None
Pm8	4557892	hk_hk1344	scaffold175	597292	12.765	<hkxhk>	Pm025727	4555444	4558889
Pm8	4947261	mheter_114639	scaffold175	207923	15.094	<lmxll>	Pm025764	4943373	4947893
Pm8	5170468	mheter_115768	scaffold358	15186	13.1	<lmxll>	None	None	None
Pm8	5252971	mheter_106546	scaffold358	97689	13.881	<lmxll>	None	None	None
Pm8	5511429	mheter_116677	scaffold4	25096	19.139	<lmxll>	None	None	None
Pm8	5938586	hk_hk286	scaffold4	452253	17.869	<hkxhk>	None	None	None
Pm8	6183496	mheter_107050	scaffold4	697163	16.658	<lmxll>	None	None	None
Pm8	6487364	hk_hk1110	scaffold420	595841	24.708	<hkxhk>	Pm025928	6486173	6488863
Pm8	6756023	fheter_107158	scaffold420	327182	25.881	<nnxnp>	Pm025966	6755387	6758352
Pm8	6956291	hk_hk1157	scaffold420	126914	20.912	<hkxhk>	None	None	None
Pm8	7123615	mheter_107878	scaffold150	1081995	28.728	<lmxll>	None	None	None
Pm8	7385965	hk_hk1796	scaffold150	819645	30.574	<hkxhk>	Pm026049	7385781	7386626
Pm8	7970277	mheter_110106	scaffold150	235333	23.353	<lmxll>	None	None	None
Pm8	8170234	mheter_115955	scaffold150	35376	22.609	<lmxll>	None	None	None
Pm8	8360865	hk_hk1503	scaffold482	155157	35.542	<hkxhk>	None	None	None
Pm8	8701901	hk_hk1053	scaffold482	496193	37.027	<hkxhk>	None	None	None
Pm8	9439446	mheter_114498	scaffold482	1233738	38.94	<lmxll>	None	None	None
Pm8	9556963	hk_hk559	scaffold357	126848	41.272	<hkxhk>	None	None	None
Pm8	9761102	mheter_109961	scaffold144	77193	42.101	<lmxll>	Pm026422	9758848	9762960
Pm8	9909386	mheter_113379	scaffold144	225477	43.275	<lmxll>	Pm026449	9908738	9910154
Pm8	10335310	mheter_107590	scaffold144	651401	44.301	<lmxll>	Pm026521	10315571	10336973
Pm8	11036887	hk_hk260	scaffold144	1352978	47.342	<hkxhk>	Pm026650	11036192	11038400
Pm8	11353966	mheter_110116	scaffold144	1670057	48.524	<lmxll>	None	None	None
Pm8	11686682	mheter_114743	scaffold144	2002773	52.81	<lmxll>	None	None	None
Pm8	11695943	mheter_106973	scaffold144	2012034	53.912	<lmxll>	Pm026775	11692359	11696166
Pm8	11815073	mheter_107831	scaffold580	115584	55.118	<lmxll>	None	None	None
Pm8	12199314	hk_hk439	scaffold580	499825	53.355	<hkxhk>	None	None	None
Pm8	12507505	mheter_112144	scaffold580	808016	54.447	<lmxll>	Pm026929	12503824	12511351
Pm8	12672477	mheter_112562	scaffold373	158112	56.059	<lmxll>	None	None	None
Pm8	12830812	hk_hk748	scaffold373	316447	56.893	<hkxhk>	None	None	None
Pm8	12982046	mheter_108241	scaffold484	764059	60.69	<lmxll>	None	None	None
Pm8	13302868	mheter_109532	scaffold484	443237	59.682	<lmxll>	Pm027079	13301183	13303115
Pm8	13739333	mheter_117152	scaffold484	6772	57.34	<lmxll>	Pm027152	13739228	13741606
Pm8	13761891	mheter_109173	scaffold412	320218	63.74	<lmxll>	None	None	None
Pm8	14005116	mheter_114185	scaffold412	76993	61.656	<lmxll>	Pm027195	14002731	14007146
Pm8	14026241	mheter_108452	scaffold412	55868	61.169	<lmxll>	None	None	None
Pm8	14087624	mheter_108316	scaffold535	5417	64.092	<lmxll>	None	None	None
Pm8	14240541	mheter_106977	scaffold535	158334	66.074	<lmxll>	Pm027242	14239096	14240742
Pm8	14412912	mheter_110140	scaffold535	330705	65.12	<lmxll>	None	None	None
Pm8	14788101	hk_hk1278	scaffold668	35138	69.024	<hkxhk>	None	None	None
Pm8	14926064	hk_hk3335	scaffold668	173101	67.684	<hkxhk>	Pm027374	14924910	14926710
Pm8	15103088	mheter_110751	scaffold668	350125	69.073	<lmxll>	None	None	None
Pm8	15351994	mheter_108516	scaffold616	186257	68.568	<lmxll>	Pm027460	15344936	15352286
Pm8	15867750	mheter_117393	scaffold41	251319	71.18	<lmxll>	Pm027558	15864081	15868458
Pm8	16043173	mheter_106509	scaffold41	426742	73.36	<lmxll>	None	None	None
Pm8	16253634	mheter_106941	scaffold917	35886	72.429	<lmxll>	Pm027627	16252502	16255070
Pm8	17210392	mheter_106832	scaffold917	992644	78.388	<lmxll>	None	None	None
Pm1	None	mheter_115703	scaffold664	16129	27.701	<lmxll>	None	None	None
Pm1	None	mheter_117188	scaffold1422	1387	37.078	<lmxll>	None	None	None
Pm1	None	mheter_112084	scaffold1067	11397	37.862	<lmxll>	None	None	None
Pm1	None	mheter_114948	scaffold896	4355	38.126	<lmxll>	None	None	None
Pm1	None	hk_hk1721	scaffold896	58810	38.492	<hkxhk>	None	None	None
Pm1	None	mheter_117403	scaffold575	17998	45.112	<lmxll>	None	None	None
Pm1	None	mheter_111616	scaffold575	43044	45.907	<lmxll>	None	None	None
Pm1	None	mheter_110568	scaffold42	2866	46.134	<lmxll>	None	None	None
Pm1	None	mheter_116345	scaffold362	48852	47.939	<lmxll>	None	None	None
Pm1	None	hk_hk567	scaffold2012	5733	49.435	<hkxhk>	None	None	None
Pm1	None	hk_hk885	scaffold2012	6191	49.711	<hkxhk>	None	None	None
Pm1	None	fheter_103852	scaffold1382	880	51.593	<nnxnp>	None	None	None
Pm1	None	fheter_104721	scaffold2018	26	51.722	<nnxnp>	None	None	None
Pm1	None	fheter_103469	scaffold2721	2212	54.571	<nnxnp>	None	None	None
Pm1	None	fheter_104931	scaffold2721	1984	55.194	<nnxnp>	None	None	None
Pm1	None	fheter_104886	scaffold224	16488	56.795	<nnxnp>	None	None	None
Pm1	None	mheter_116578	scaffold1728	389	57.767	<lmxll>	None	None	None
Pm1	None	fheter_98102	scaffold703	29727	58.877	<nnxnp>	None	None	None
Pm1	None	fheter_108775	scaffold856	15906	59.092	<nnxnp>	None	None	None
Pm1	None	mheter_114179	scaffold1630	1838	59.833	<lmxll>	None	None	None
Pm1	None	mheter_112204	scaffold1016	5933	59.98	<lmxll>	None	None	None
Pm1	None	mheter_108304	scaffold703	87703	60.36	<lmxll>	None	None	None
Pm1	None	mheter_113636	scaffold1591	28456	61.32	<lmxll>	None	None	None
Pm1	None	mheter_106525	scaffold22	49682	80.013	<lmxll>	None	None	None
Pm1	None	hk_hk508	scaffold594	150647	81.031	<hkxhk>	None	None	None
Pm1	None	mheter_114305	scaffold594	7880	82.162	<lmxll>	None	None	None
Pm1	None	mheter_105906	scaffold756	12257	83.113	<lmxll>	None	None	None
Pm1	None	fheter_104196	scaffold594	43440	83.478	<nnxnp>	None	None	None
Pm1	None	hk_hk1095	scaffold22	19642	84.063	<hkxhk>	None	None	None
Pm1	None	hk_hk1116	scaffold22	176685	86.45	<hkxhk>	None	None	None
Pm1	None	fheter_98391	scaffold756	49603	86.796	<nnxnp>	None	None	None
Pm2	None	mheter_107634	scaffold394	137592	68.683	<lmxll>	None	None	None
Pm2	None	mheter_107786	scaffold394	127438	69.533	<lmxll>	None	None	None
Pm2	None	mheter_110597	scaffold413	1148	69.691	<lmxll>	None	None	None
Pm2	None	mheter_116001	scaffold712	13855	70.002	<lmxll>	None	None	None
Pm2	None	mheter_110048	scaffold712	9058	70.433	<lmxll>	None	None	None
Pm2	None	hk_hk1742	scaffold1113	14970	70.673	<hkxhk>	None	None	None
Pm2	None	mheter_114721	scaffold394	36146	70.969	<lmxll>	None	None	None
Pm2	None	mheter_116585	scaffold1368	21494	71.462	<lmxll>	None	None	None
Pm2	None	mheter_118454	scaffold122	72238	78.264	<lmxll>	None	None	None
Pm3	None	mheter_114609	scaffold624	12930	57.174	<lmxll>	None	None	None
Pm3	None	mheter_109986	scaffold534	39725	72.318	<lmxll>	None	None	None
Pm3	None	mheter_113597	scaffold534	57656	72.596	<lmxll>	None	None	None
Pm3	None	fheter_102516	scaffold736	9215	75.73	<nnxnp>	None	None	None
Pm4	None	fheter_109795	scaffold590	48972	13.579	<nnxnp>	None	None	None
Pm4	None	fheter_104674	scaffold630	126035	25.027	<nnxnp>	None	None	None
Pm4	None	fheter_108393	scaffold630	154704	25.734	<nnxnp>	None	None	None
Pm4	None	mheter_112333	scaffold590	98730	27.03	<lmxll>	None	None	None
Pm4	None	mheter_112665	scaffold405	38763	32.968	<lmxll>	None	None	None
Pm4	None	fheter_101905	scaffold222	178274	45.945	<nnxnp>	None	None	None
Pm4	None	mheter_114717	scaffold222	42789	46.703	<lmxll>	None	None	None
Pm4	None	fheter_98456	scaffold595	24384	54.534	<nnxnp>	None	None	None
Pm5	None	hk_hk1248	scaffold1664	15554	16.406	<hkxhk>	None	None	None
Pm5	None	hk_hk3153	C5001613	303	19.67	<hkxhk>	None	None	None
Pm5	None	hk_hk509	C5005031	1616	22.518	<hkxhk>	None	None	None
Pm5	None	mheter_105797	scaffold109	4116	22.859	<lmxll>	None	None	None
Pm5	None	mheter_107122	scaffold417	20212	23.328	<lmxll>	None	None	None
Pm5	None	fheter_105688	scaffold407	29458	24.918	<nnxnp>	None	None	None
Pm5	None	mheter_111030	scaffold407	9485	25.632	<lmxll>	None	None	None
Pm5	None	hk_hk615	C5005031	1168	25.72	<hkxhk>	None	None	None
Pm5	None	mheter_112611	scaffold417	64075	27.242	<lmxll>	None	None	None
Pm5	None	mheter_113580	scaffold417	144900	28.121	<lmxll>	None	None	None
Pm5	None	fheter_106246	scaffold601	21593	31.591	<nnxnp>	None	None	None
Pm5	None	mheter_111251	scaffold410	25245	42.701	<lmxll>	None	None	None
Pm5	None	mheter_116260	scaffold410	147644	43.297	<lmxll>	None	None	None
Pm5	None	mheter_113308	C5035623	3331	53.499	<lmxll>	None	None	None
Pm5	None	fheter_102768	scaffold723	9987	69.361	<nnxnp>	None	None	None
Pm5	None	fheter_106987	scaffold723	5231	69.782	<nnxnp>	None	None	None
Pm6	None	fheter_101494	scaffold371	299976	17.745	<nnxnp>	None	None	None
Pm6	None	hk_hk197	scaffold371	124713	18.663	<hkxhk>	None	None	None
Pm6	None	mheter_115655	scaffold371	349159	19.816	<lmxll>	None	None	None
Pm6	None	fheter_108569	scaffold545	23873	64.68	<nnxnp>	None	None	None
Pm6	None	fheter_109884	scaffold545	37302	65.053	<nnxnp>	None	None	None
Pm6	None	fheter_106327	scaffold351	8296	71.325	<nnxnp>	None	None	None
Pm7	None	fheter_103261	scaffold854	94234	7.5	<nnxnp>	None	None	None
Pm7	None	fheter_101178	scaffold854	48664	8.365	<nnxnp>	None	None	None
Pm7	None	fheter_98359	scaffold650	2675	27.12	<nnxnp>	None	None	None
Pm7	None	fheter_104757	scaffold1525	11520	45.578	<nnxnp>	None	None	None
Pm7	None	mheter_107725	scaffold1525	5671	53.796	<lmxll>	None	None	None
Pm7	None	fheter_106059	scaffold1397	26107	59.831	<nnxnp>	None	None	None
Pm7	None	fheter_106465	scaffold180	22333	60.467	<nnxnp>	None	None	None
Pm7	None	fheter_102690	scaffold1397	126836	60.959	<nnxnp>	None	None	None
Pm8	None	mheter_112908	scaffold770	55424	67.038	<lmxll>	None	None	None
